funcName,lable,paramList,cyclomaticNum,loopNum,nestingDegree,SLOC,ALOC,localVars,localPtrVars,pointerArgs,callees,callers,height,conditions,cmps,jmps,ptrAssn
cap_set_proc,0,0.1,0.02,0,0.18,0.01,0.03,0.04,0,0,0.01,0,0.89,0.01,0.04,0.03,0
pw_getgrent,0,0.1,0.02,0,0.18,0.01,0.03,0,0.08,0,0.01,0,1,0.02,0.01,0.02,0
pw_getpwent,0,0.1,0.02,0,0.18,0.01,0.03,0,0.09,0,0.01,0,1,0.02,0.01,0.02,0
authfile_getpwuid,0,0.1,0.02,0,0.18,0.01,0.04,0.04,0.09,0,0.02,0,1,0.02,0.01,0.02,0
authfile_getgrgid,0,0.1,0.02,0,0.18,0.01,0.04,0.04,0.08,0,0.02,0,1,0.02,0.01,0.02,0
utf8_validate,0,0.1,0.02,0,0.18,0.01,0.03,0.04,0,0.14,0,0.01,0.89,0.02,0.01,0.02,0
pr_fsio_set_block,0,0.1,0.02,0,0.18,0.01,0.04,0.09,0.03,0,0.01,0,0.84,0.02,0.04,0.04,0
pr_gettimeofday_millis,0,0.1,0.02,0,0.18,0.01,0.04,0,0,0.14,0.01,0.01,0.89,0.02,0,0.05,0
cap_set_proc,0,0.1,0.02,0,0.18,0.01,0.03,0.04,0,0,0.01,0,0.89,0.01,0.04,0.03,0
pr_var_exists,0,0.1,0.02,0,0.18,0.01,0.03,0,0,0.14,0,0,1,0.03,0.02,0.04,0
json_validate,0,0.1,0.02,0,0.18,0.01,0.04,0.04,0.01,0.14,0.01,0,0.95,0.02,0,0.05,0
pr_unregister_fs,0,0.1,0.02,0,0.18,0.01,0.04,0,0.33,0.14,0.01,0,0.95,0.02,0.04,0.04,0
pr_cmd_get_errno,0,0.1,0.02,0,0.18,0.01,0.04,0.09,0.07,0,0,0,1,0.02,0.04,0.04,0
child_remove,0,0.1,0.02,0,0.18,0.02,0.04,0,0.02,0,0,0,0.82,0.03,0.04,0.06,0
pr_response_set_pool,0,0.1,0.02,0,0.18,0.02,0.04,0,0,0,0.01,0.01,0.84,0.03,0.02,0.03,0
make_sub_pool,0,0.1,0.02,0,0.18,0.02,0.06,0.04,0.13,0,0.01,0.16,0.82,0.02,0.02,0.02,0
clear_pool,0,0.1,0.02,0,0.18,0.02,0.05,0,0.06,0,0.02,0,0.61,0.02,0.01,0.02,0
make_sub_pool,0,0.1,0.02,0,0.18,0.02,0.06,0.04,0.13,0,0.01,0.16,0.82,0.02,0.02,0.02,0
child_remove,0,0.1,0.02,0,0.18,0.02,0.04,0,0.02,0,0,0,0.82,0.03,0.04,0.06,0
pr_response_set_pool,0,0.1,0.02,0,0.18,0.02,0.04,0,0,0,0.01,0.01,0.84,0.03,0.02,0.03,0
pr_auth_endgrent,0,0.1,0.01,0,0.18,0.01,0.03,0,0.06,0,0.01,0,0.95,0.01,0,0.01,0
pr_auth_setgrent,0,0.1,0.01,0,0.18,0.01,0.03,0,0.06,0,0.01,0,0.89,0.01,0,0.01,0
pr_auth_setpwent,0,0.1,0.01,0,0.18,0.01,0.03,0,0.06,0,0.01,0,0.84,0.01,0,0.01,0
clear_array,0,0.1,0.01,0,0.18,0.01,0.03,0,0.01,0,0,0,1,0.01,0.02,0.02,0
show_usage,0,0.1,0.01,0,0.18,0.01,0.04,0,0.02,0,0.01,0.01,1,0.01,0,0.01,0
get_count,0,0.1,0.01,0,0.18,0.01,0.03,0.04,0.05,0,0,0,0.95,0.01,0.01,0.01,0
core_rnto_cleanup,0,0.1,0.01,0,0.18,0.01,0.03,0,0.06,0,0.01,0,1,0.01,0,0.01,0
auth_err_pass,0,0.1,0.01,0,0.18,0.01,0.04,0.04,0.07,0,0.01,0,1,0.01,0.01,0.01,0
set_uselastlog,0,0.1,0.01,0,0.18,0.01,0.03,0,0.06,0,0.02,0,1,0.01,0,0,0.04
pr_auth_endgrent,0,0.1,0.01,0,0.18,0.01,0.03,0,0.06,0,0.01,0,0.95,0.01,0,0.01,0
clear_array,0,0.1,0.01,0,0.18,0.01,0.03,0,0.01,0,0,0,1,0.01,0.02,0.02,0
pr_auth_setgrent,0,0.1,0.01,0,0.18,0.01,0.03,0,0.06,0,0.01,0,0.89,0.01,0,0.01,0
pr_auth_setpwent,0,0.1,0.01,0,0.18,0.01,0.03,0,0.06,0,0.01,0,0.84,0.01,0,0.01,0
add_config_source,0,0.1,0.01,0,0.18,0.02,0.05,0,0.05,0,0.01,0,0.79,0.01,0,0.01,0
png_destroy_gamma_table,0,0.09,0.28,0,0.18,0.05,0.08,0,0,0,0.15,0.01,0.65,0.07,0.04,0.09,0
png_push_save_buffer,0,0.09,0.11,0,0.18,0.04,0.11,0,0,0,0.11,0.11,0.82,0.08,0.06,0.08,0.01
png_zlib_release,0,0.09,0.07,0,0.18,0.03,0.1,0,0,0,0.1,0.01,0.88,0.05,0.04,0.04,0
core_init,0,0,0.08,0,0.18,0.05,0.13,0,0,0,0.27,0,1,0,0,0,0
daemonize,0,0,0.04,0,0.18,0.02,0.04,0,0,0,0.05,0,0.84,0.01,0.01,0.01,0
init_fs,0,0,0.04,0,0.18,0.07,0.28,0.04,0,0,0.04,0,0.89,0.02,0,0.03,0
init_fs,0,0,0.04,0,0.18,0.07,0.28,0.04,0,0,0.04,0,0.89,0.02,0,0.03,0
pr_netaddr_clear_cache,0,0,0.03,0,0.18,0.01,0.04,0,0,0,0.03,0,0.84,0.02,0,0.02,0
pr_netaddr_clear_cache,0,0,0.03,0,0.18,0.01,0.04,0,0,0,0.03,0,0.84,0.02,0,0.02,0
pr_class_close,0,0,0.03,0,0.18,0.02,0.06,0,0,0,0.01,0,0.95,0.03,0.02,0.09,0
set_server_privs,0,0,0.03,0,0.18,0.02,0.06,0.3,0.01,0,0.01,0,0.74,0.03,0.03,0.03,0
facts_mlinfobuf_flush,0,0,0.03,0,0.18,0.02,0.06,0,0,0,0.01,0,0.95,0.02,0.01,0.02,0
pr_class_close,0,0,0.03,0,0.18,0.02,0.06,0,0,0,0.01,0,0.95,0.03,0.02,0.09,0
cap_module_init,0,0,0.03,0,0.18,0.03,0.04,0,0,0,0.01,0,1,0.02,0.03,0.02,0
pr_parser_cleanup,0,0,0.02,0,0.18,0.01,0.04,0,0,0,0,0,0.84,0.02,0.02,0.05,0
pr_signals_unblock,0,0,0.02,0,0.18,0.01,0.04,0,0,0,0.01,0.05,0.82,0.02,0.02,0.02,0
var_init,0,0,0.02,0,0.18,0.01,0.03,0,0,0,0.01,0,0.89,0.02,0,0.02,0
free_bindings,0,0,0.02,0,0.18,0.01,0.04,0,0,0,0.01,0,0.89,0.03,0.02,0.04,0
pr_session_set_idle,0,0,0.02,0,0.18,0.01,0.05,0.04,0.01,0,0.01,0,0.89,0.01,0,0.02,0
xfer_init,0,0,0.02,0,0.18,0.01,0.04,0,0,0,0.06,0,1,0,0,0,0
pr_parser_cleanup,0,0,0.02,0,0.18,0.01,0.04,0,0,0,0,0,0.84,0.02,0.02,0.05,0
pr_signals_unblock,0,0,0.02,0,0.18,0.01,0.04,0,0,0,0.01,0.05,0.82,0.02,0.02,0.02,0
free_bindings,0,0,0.02,0,0.18,0.01,0.04,0,0,0,0.01,0,0.89,0.03,0.02,0.04,0
pr_session_set_idle,0,0,0.02,0,0.18,0.01,0.05,0.04,0.01,0,0.01,0,0.89,0.01,0,0.02,0
var_init,0,0,0.02,0,0.18,0.01,0.03,0,0,0,0.01,0,0.89,0.02,0,0.02,0
pr_signals_block,0,0,0.01,0,0.18,0.01,0.03,0,0,0,0.01,0.02,0.82,0.01,0,0.01,0
pr_fs_statcache_reset,0,0,0.01,0,0.18,0.01,0.03,0,0,0,0.02,0,0.74,0.01,0,0.01,0
pr_data_clear_xfer_pool,0,0,0.01,0,0.18,0.01,0.03,0.04,0,0,0.01,0,0.84,0.01,0,0.01,0
pr_data_cleanup,0,0,0.01,0,0.18,0.01,0.02,0,0,0,0.01,0,0.95,0.01,0,0.01,0
remove_config_source,0,0,0.01,0,0.18,0.01,0.02,0,0.02,0,0,0,0.79,0.01,0.01,0.01,0
af_endgrent,0,0,0.01,0,0.18,0.01,0.02,0,0,0,0,0,0.95,0.01,0,0.01,0
af_endpwent,0,0,0.01,0,0.18,0.01,0.02,0,0,0,0,0,0.95,0.01,0,0.01,0
auth_init,0,0,0.01,0,0.18,0.01,0.02,0,0,0,0.03,0,1,0,0,0,0
pr_signals_block,0,0,0.01,0,0.18,0.01,0.03,0,0,0,0.01,0.02,0.82,0.01,0,0.01,0
pr_fs_statcache_reset,0,0,0.01,0,0.18,0.01,0.03,0,0,0,0.02,0,0.74,0.01,0,0.01,0
pr_data_cleanup,0,0,0.01,0,0.18,0.01,0.02,0,0,0,0.01,0,0.95,0.01,0,0.01,0
pr_data_clear_xfer_pool,0,0,0.01,0,0.18,0.01,0.03,0.04,0,0,0.01,0,0.84,0.01,0,0.01,0
Parse_fh,0,0.7,0.17,0.01,0.17,0.12,0.28,0,0,0,0.12,0,0.83,0.2,0.15,0.3,1
ieee802_11_print,0,0.6,0,0,0.17,0.05,0,0,0,0,0.11,0.01,0.94,0.09,0,0,0
icmp_print,0,0.5,0.2,0,0.17,0.15,0.32,0.57,0.78,0.5,0.42,0,1,0.15,0.23,0.25,0
redirect_print,0,0.5,0.07,0,0.17,0.02,0.11,0.13,0.56,0,0.07,0,1,0.04,0.06,0.07,0
icmp6_print,0,0.5,0,0,0.17,0.2,0,0.13,0.59,0.5,0.37,0,1,0.15,0,0,0
pimv2_addr_print,0,0.4,0.17,0,0.17,0.06,0.19,0.13,0.56,0.25,0.07,0.03,1,0.12,0.17,0.26,0
parsefattr,0,0.4,0.13,0,0.17,0.06,0.14,0,0.56,0.25,0.14,0.01,0.83,0.03,0.1,0.09,0
oam_print,0,0.4,0.07,0.01,0.17,0.06,0.18,0,0,0,0.09,0.01,0.94,0.06,0.04,0.07,0
TIFFSetupShort,0,0.4,0.03,0,0.17,0.01,0.06,0,0.57,0,0.01,0.03,1,0,0.01,0.01,0
PredictorEncodeRow,0,0.4,0.02,0,0.17,0.01,0.07,0,0.71,0.1,0.04,0,1,0,0.01,0.01,0
_TIFFCheckMalloc,0,0.4,0,0,0.17,0.01,0,0.1,0.59,0.1,0.01,0.1,1,0.02,0,0,0
_TIFFCheckMalloc,0,0.4,0,0,0.17,0.01,0,0.1,0.59,0.1,0.01,0.1,1,0.02,0,0,0
pimv2_print,0,0.4,0,0,0.17,0.25,0,0.04,0.56,0,0.51,0,0.94,0.39,0,0,0
icmp6_nodeinfo_print,0,0.4,0,0,0.17,0.13,0,0.17,0.59,0.5,0.25,0,1,0.35,0,0,0
pgm_print,0,0.4,0,0,0.17,0.35,0,0.52,0.59,0,0.57,0.01,1,0.28,0,0,0
cdp_print,0,0.4,0,0,0.17,0.08,0.01,0,0,0,0.2,0.01,0.56,0.09,0.01,0.01,0
ns_print,0,0.4,0,0,0.17,0.09,0,0,0,0,0.22,0.04,0.89,0.34,0,0,0
icmp6_rrenum_print,0,0.3,0.25,0,0.17,0.1,0.28,0.13,0.59,0.5,0.2,0,1,0.11,0.11,0.24,0
nbt_udp137_print,0,0.3,0.24,0,0.17,0.08,0.29,0.57,0.63,0.25,0.15,0,0.89,0.17,0.22,0.24,0
beep_print,0,0.3,0.07,0.03,0.17,0.01,0.04,0,0,0,0.05,0,0.89,0.04,0.01,0.09,0
Fax3PutBits,0,0.3,0.05,0,0.17,0.01,0.11,0.1,0.67,0,0.01,0.01,0.89,0,0.03,0.02,0
setExtraSamples,0,0.3,0.04,0,0.17,0.03,0.11,0.1,0.14,0.1,0.01,0,0.89,0.05,0.04,0.05,0.05
rpl_dio_print,0,0.3,0.04,0,0.17,0.01,0.11,0.04,0.56,0.25,0.04,0.01,0.94,0.01,0.02,0.03,0
_TIFFSwab32BitData,0,0.3,0.01,0,0.17,0.01,0.05,0,0.57,0.1,0.01,0,1,0,0,0.01,0
_TIFFSwab16BitData,0,0.3,0.01,0,0.17,0.01,0.05,0,0.57,0.1,0.01,0,1,0,0,0.01,0
_TIFFSwab24BitData,0,0.3,0.01,0,0.17,0.01,0.06,0,0.57,0.1,0.01,0,1,0,0,0.01,0
_TIFFSwab64BitData,0,0.3,0.01,0,0.17,0.01,0.05,0,0.57,0.1,0.01,0,1,0,0,0.01,0
TIFFSetupShortPair,0,0.3,0.01,0,0.17,0.01,0.06,0.05,0.57,0,0.01,0.01,0.67,0,0,0,0
_TIFFSwab64BitData,0,0.3,0.01,0,0.17,0.01,0.05,0,0.57,0.1,0.01,0,1,0,0,0.01,0
_TIFFSwab16BitData,0,0.3,0.01,0,0.17,0.01,0.05,0,0.57,0.1,0.01,0,1,0,0,0.01,0
_TIFFSwab32BitData,0,0.3,0.01,0,0.17,0.01,0.05,0,0.57,0.1,0.01,0,1,0,0,0.01,0
_TIFFSwab24BitData,0,0.3,0.01,0,0.17,0.01,0.06,0,0.57,0.1,0.01,0,1,0,0,0.01,0
TIFFFdOpen,0,0.3,0,0,0.17,0.01,0,0,0.57,0.2,0.01,0.03,1,0.01,0,0,0
TIFFFdOpen,0,0.3,0,0,0.17,0.01,0,0,0.57,0.2,0.01,0.03,1,0.01,0,0,0
stp_print_mstp_bpdu,0,0.3,0,0,0.17,0.1,0,0.22,0.59,0,0.11,0,0.61,0.02,0,0,0
cfm_print,0,0.3,0,0,0.17,0.13,0,0,0,0,0.25,0,0.72,0.12,0,0,0
print_link_conf,0,0.2,0.04,0,0.17,0.02,0.14,0.52,0.56,0,0.09,0,1,0.01,0.03,0.03,0
ip_print_demux,0,0.2,0.03,0,0.17,0.07,0.07,0,0.74,0,0.13,0,0.78,0.05,0.01,0.03,0
TIFFOpen,0,0.2,0.02,0,0.17,0.02,0.08,0.1,0.57,0.2,0.03,0,1,0.03,0.04,0.04,0
TIFFOpen,0,0.2,0.02,0,0.17,0.02,0.08,0.1,0.57,0.2,0.03,0,1,0.03,0.04,0.04,0
tagCompare,0,0.2,0.01,0,0.17,0.01,0.05,0,0.03,0.2,0,0,1,0.02,0.01,0.01,0
TIFFInitOrder,0,0.2,0.01,0,0.17,0.01,0.04,0,0.57,0,0,0.01,0.67,0.01,0.01,0.01,0
LZWPreEncode,0,0.2,0.01,0,0.17,0.02,0.07,0,0.7,0,0.03,0,1,0,0.01,0,0
_TIFFgetMode,0,0.2,0,0,0.17,0.02,0,0.05,0,0.2,0.01,0.04,1,0.03,0,0,0
TIFFReverseBits,0,0.2,0,0,0.17,0.02,0,0,0,0,0,0.02,1,0.02,0,0,0.05
TIFFReverseBits,0,0.2,0,0,0.17,0.02,0,0,0,0,0,0.02,1,0.02,0,0,0.05
_TIFFgetMode,0,0.2,0,0,0.17,0.02,0,0.05,0,0.2,0.01,0.04,1,0.03,0,0,0
ospf_print_lshdr,0,0.2,0,0,0.17,0.02,0,0.04,0.56,0,0.07,0.01,0.89,0.01,0,0,0
LogLuvGuessDataFmt,0,0.1,0.07,0,0.17,0.15,0.09,0.05,0.1,0,0.01,0,0.78,0.05,0.1,0.08,0
LogL16GuessDataFmt,0,0.1,0.03,0,0.17,0.12,0.06,0,0.1,0,0.01,0,0.78,0.01,0.04,0.03,0
Fax4PostEncode,0,0.1,0.01,0,0.17,0.01,0.07,0,0.67,0,0.03,0,1,0.01,0.01,0.01,0
TIFFPredictorCleanup,0,0.1,0,0,0.17,0.01,0,0,0.71,0,0.01,0.01,1,0,0,0,0
TIFFIsCODECConfigured,0,0.1,0,0,0.17,0.01,0,0,0.03,0,0.01,0,1,0.03,0,0,0
TIFFPredictorCleanup,0,0.1,0,0,0.17,0.01,0,0,0.71,0,0.01,0.01,1,0,0,0,0
TIFFIsCODECConfigured,0,0.1,0,0,0.17,0.01,0,0,0.03,0,0.01,0,1,0.03,0,0,0
TIFFFindCODEC,0,0.1,0,0,0.17,0.02,0,0,0.06,0,0,0.03,1,0.05,0,0,0
TIFFFindCODEC,0,0.1,0,0,0.17,0.02,0,0,0.06,0,0,0.03,1,0.05,0,0,0
PixarLogGuessDataFmt,0,0.1,0,0,0.17,0.03,0.04,0.1,0.1,0,0,0.01,0.89,0.07,0.01,0.01,0
free_exec_closure_nopty,0,0,0.06,0,0.17,0.09,0.07,0.09,0.42,0,0.04,0.03,0.33,0,0,0,0
ikev2_sub0_print,0,1,0.07,0,0.16,0.02,0.15,0.09,0.59,0.25,0.04,0,0.72,0.03,0.06,0.1,0
png_get_cHRM_XYZ,0,1,0,0,0.16,0.03,0,0,0,1,0.16,0,1,0.12,0,0,0.08
png_get_cHRM_XYZ,0,1,0,0,0.16,0.03,0,0,0,1,0.16,0,1,0.12,0,0,0.08
png_get_cHRM,0,0.91,0.11,0,0.16,0.03,0.06,0,0,0,0.15,0.01,0.88,0.11,0.1,0.16,0.08
png_get_cHRM,0,0.91,0.11,0,0.16,0.03,0.06,0,0,0,0.15,0.01,0.88,0.11,0.1,0.16,0.08
png_write_iTXt,0,0.55,0.12,0,0.16,0.04,0.17,0.75,1,0,0.26,0.01,0.47,0.08,0,0.06,0
png_get_iCCP,0,0.55,0.06,0,0.16,0.01,0.05,0,0,0,0.02,0,1,0.01,0,0.1,0.04
png_get_iCCP,0,0.55,0.06,0,0.16,0.01,0.05,0,0,0,0.02,0,1,0.01,0,0.1,0.04
isis_print_is_reach_subtlv,0,0.5,0.03,0,0.16,0.08,0.08,0.17,0.56,0.5,0.17,0,0.94,0.11,0.02,0.04,0
smb_fdata1,0,0.5,0.03,0,0.16,0.21,0.08,0.09,0.59,0.75,0.35,0,0.78,0.21,0.02,0.05,0
recpdoptlv_print,0,0.5,0,0,0.16,0.02,0,0.17,0.59,0,0.06,0,0.89,0.03,0,0,0
png_set_sCAL_s,0,0.45,0,0,0.16,0.04,0,0,0,0,0.28,0.01,0.82,0.07,0,0,0
png_set_sCAL_s,0,0.45,0,0,0.16,0.04,0,0,0,0,0.28,0.01,0.82,0.07,0,0,0
ns_rprint,0,0.4,0.37,0,0.16,0.15,0.44,0,0,0,0.31,0.02,0.72,0.24,0.31,0.39,0
token_print,0,0.4,0.12,0,0.16,0.04,0.2,0.17,0.56,0.25,0.16,0,0.94,0.09,0.04,0.12,0.04
subtlvs_print,0,0.4,0.1,0,0.16,0.04,0.13,0.22,0.59,0.5,0.07,0.01,1,0.07,0.09,0.1,0
isis_print_tlv_ip_reach,0,0.4,0.09,0,0.16,0.02,0.14,0.04,0.56,0.5,0.09,0,1,0.07,0.03,0.12,0
fddi_print,0,0.4,0.06,0,0.16,0.02,0.12,0.04,0.56,0.25,0.08,0,0.94,0.06,0.02,0.06,0
vldb_reply_print,0,0.4,0.05,0,0.16,0.1,0.11,0.04,0.56,0,0.3,0,1,0.11,0.03,0.04,0
lane_print,0,0.4,0.02,0,0.16,0.01,0.07,0,0.56,0.25,0.02,0,0.89,0.01,0.01,0.01,0
png_set_keep_unknown_chunks,0,0.36,0.01,0,0.16,0.03,0.01,0,0,0,0.07,0,1,0.08,0,0.01,0.01
png_set_keep_unknown_chunks,0,0.36,0.01,0,0.16,0.03,0.01,0,0,0,0.07,0,1,0.08,0,0.01,0.01
png_set_rgb_to_gray_fixed,0,0.36,0,0,0.16,0.04,0,0,0,0,0.05,0,0.94,0.07,0,0,0
png_set_rgb_to_gray_fixed,0,0.36,0,0,0.16,0.04,0,0,0,0,0.05,0,0.94,0.07,0,0,0
zephyr_print,0,0.3,0.57,0,0.16,0.17,0.3,0.17,1,0.25,0.33,0,0.89,0.19,0.34,0.49,0
lldp_print,0,0.3,0.26,0,0.16,0.11,0.27,0.48,0.63,0,0.17,0,0.72,0.16,0.23,0.3,0
nbt_tcp_print,0,0.3,0.24,0,0.16,0.08,0.19,0.17,0.59,0.25,0.12,0,0.89,0.11,0.25,0.24,0
cisco_autorp_print,0,0.3,0.15,0,0.16,0.05,0.18,0.13,0.56,0,0.1,0,0.89,0.05,0.15,0.17,0
zmtp1_print_frame,0,0.3,0.14,0,0.16,0.05,0.19,0.17,0.56,0.5,0.06,0,0.83,0.09,0.13,0.2,0
dump_packet_and_trunc,0,0.3,0.13,0,0.16,0.06,0.17,0,0,0,0.18,0,1,0.14,0.05,0.14,0
pppoe_print,0,0.3,0.13,0.01,0.16,0.05,0.24,0.3,0.63,0,0.09,0,0.72,0.08,0.16,0.17,0
sll_if_print,0,0.3,0.12,0,0.16,0.04,0.19,0.17,0.56,0.25,0.07,0,1,0.1,0.06,0.13,0
mpcp_print,0,0.3,0.04,0,0.16,0.11,0.09,0.39,0.59,0,0.12,0,0.72,0.04,0.03,0.03,0
clnp_print,0,0.3,0,0,0.16,0.09,0,0.52,0.67,0.25,0.21,0,0.67,0.12,0,0,0
parsestatfs,0,0.3,0,0,0.16,0.09,0,0.04,0.56,0.25,0.04,0,1,0.05,0,0,0
print_ipcp_config_options,0,0.3,0,0,0.16,0.08,0,0.26,0.56,0.25,0.1,0,1,0.08,0,0,0
sflow_print_flow_sample,0,0.3,0,0,0.16,0.01,0,0.17,0.56,0.25,0.04,0,0.78,0.01,0,0,0
stp_print_spb_bpdu,0,0.3,0,0,0.16,0.1,0,0.04,0.59,0,0.03,0,0.61,0.01,0,0,0
ospf6_print_lsa,0,0.3,0,0,0.16,0.21,0,0.09,0.59,0.25,0.22,0.01,1,0.19,0,0,0
ip_print,0,0.3,0,0,0.16,0.06,0,0.17,0.85,0.25,0.16,0.07,0.72,0.13,0,0,0
ntp_print,0,0.3,0,0,0.16,0.05,0,0.13,0.56,0,0.21,0,0.89,0.04,0,0,0
png_handle_iCCP,0,0.27,0.21,0,0.16,0.08,0.2,0.25,0,0,0.41,0.01,0.94,0.14,0.1,0.12,0
png_handle_zTXt,0,0.27,0.19,0,0.16,0.08,0.18,0.25,0,0,0.41,0.01,0.94,0.16,0.07,0.13,0
png_handle_gAMA,0,0.27,0.15,0,0.16,0.07,0.13,0.25,0,0,0.26,0.01,0.94,0.1,0.04,0.1,0
png_handle_tEXt,0,0.27,0.14,0,0.16,0.07,0.16,0,0,0,0.34,0.01,0.94,0.14,0.06,0.11,0
png_calculate_crc,0,0.27,0.06,0,0.16,0.02,0.07,0,0,0,0.03,0.03,0.76,0.07,0.01,0.04,0
png_warning_parameter,0,0.27,0.01,0,0.16,0,0.02,0,0,0,0.02,0.07,0.82,0.01,0.01,0.01,0
png_handle_iTXt,0,0.27,0,0,0.16,0.11,0,0,0,0,0.51,0.01,0.94,0.22,0,0,0
parsepathconf,0,0.2,0,0,0.16,0.01,0,0.04,0.56,0.25,0.04,0,1,0.05,0,0,0
png_push_read_sig,0,0.18,0.06,0,0.16,0.02,0.07,0,0,0,0.08,0,0.94,0.05,0.04,0.03,0
png_process_data_pause,0,0.18,0.04,0,0.16,0.01,0.03,0,0,0,0.02,0,0.76,0.04,0.02,0.04,0
png_do_expand_16,0,0.18,0.04,0,0.16,0.01,0.04,0,0,0,0,0,0.88,0.02,0.05,0.03,0
png_process_data_pause,0,0.18,0.04,0,0.16,0.01,0.03,0,0,0,0.02,0,0.76,0.04,0.02,0.04,0
png_write_tIME,0,0.18,0,0,0.16,0.01,0,0.25,0,0,0.07,0.01,0.12,0.01,0,0,0
png_write_image,0,0.18,0,0,0.16,0.02,0,0,0,0,0.05,0.01,0.94,0.04,0,0,0
png_read_sig,0,0.18,0,0,0.16,0.02,0,0,0,0,0.08,0,0.94,0.05,0,0,0
png_write_image,0,0.18,0,0,0.16,0.02,0,0,0,0,0.05,0.01,0.94,0.04,0,0,0
png_read_image,0,0.18,0,0,0.16,0.04,0,0,0,0,0.08,0.01,0.88,0.06,0,0,0
png_read_image,0,0.18,0,0,0.16,0.04,0,0,0,0,0.08,0.01,0.88,0.06,0,0,0
png_XYZ_from_xy,0,0.18,0,0,0.16,0.06,0,1,0,0,0.33,0.01,0.76,0.31,0,0,0
png_push_read_IDAT,0,0.09,0,0,0.16,0.06,0,0,0,0,0.21,0,0.12,0.12,0,0,0
ether_print,0,0.7,0.14,0,0.15,0.05,0.18,0.13,0.56,0.75,0.09,0.02,0.83,0.13,0.1,0.17,0
pr_regexp_exec,0,0.7,0.02,0,0.15,0.02,0.05,0.04,0.03,0.14,0.01,0.02,0.84,0.03,0.06,0.04,0
pr_regexp_exec,0,0.7,0.02,0,0.15,0.02,0.05,0.04,0.03,0.14,0.01,0.02,0.84,0.03,0.06,0.04,0
pr_fsio_fsetxattr,0,0.6,0.04,0,0.15,0.02,0.09,0.04,0.37,0.29,0.01,0,0.84,0.03,0.08,0.11,0
pr_fsio_fsetxattr,0,0.6,0.04,0,0.15,0.02,0.09,0.04,0.37,0.29,0.01,0,0.84,0.03,0.08,0.11,0
pr_fsio_lsetxattr,0,0.6,0.04,0,0.15,0.03,0.09,0.04,0.33,0.43,0.01,0,1,0.03,0.11,0.12,0
pr_fsio_setxattr,0,0.6,0.04,0,0.15,0.03,0.09,0.04,0.33,0.43,0.01,0,1,0.03,0.11,0.12,0
pr_fsio_setxattr,0,0.6,0.04,0,0.15,0.03,0.09,0.04,0.33,0.43,0.01,0,1,0.03,0.11,0.12,0
pr_fsio_lsetxattr,0,0.6,0.04,0,0.15,0.03,0.09,0.04,0.33,0.43,0.01,0,1,0.03,0.11,0.12,0
lfbselect_print,0,0.5,0.09,0,0.15,0.05,0.16,0.17,0.59,0,0.07,0,1,0.04,0.07,0.08,0
genoptlv_print,0,0.5,0.05,0,0.15,0.02,0.12,0.17,0.59,0,0.07,0,1,0.02,0.03,0.04,0
sdatailv_print,0,0.5,0.05,0,0.15,0.02,0.12,0.09,0.56,0,0.05,0,0.94,0.02,0.04,0.05,0
pr_fsio_fgetxattr,0,0.5,0.04,0,0.15,0.02,0.08,0.04,0.37,0.29,0.01,0,0.84,0.03,0.08,0.11,0
pr_fsio_fgetxattr,0,0.5,0.04,0,0.15,0.02,0.08,0.04,0.37,0.29,0.01,0,0.84,0.03,0.08,0.11,0
